0,8,15,24,17,6,13,4,7,16,23,20,9,2,11,22,19,10,3,12,21,18,25,14,5
0,8,15,24,17,6,3,10,19,22,11,2,9,20,13,4,7,16,23,12,21,18,25,14,5
0,8,15,24,17,6,3,10,19,22,11,2,13,4,7,16,23,20,9,12,21,18,25,14,5
0,8,15,24,17,6,3,10,13,4,7,16,23,20,9,2,11,22,19,12,21,18,25,14,5
0,8,15,4,7,16,23,20,13,24,17,6,3,10,19,22,11,2,9,12,21,18,25,14,5
0,8,15,4,7,16,23,20,9,2,11,22,13,24,17,6,3,10,19,12,21,18,25,14,5
0,8,15,4,7,16,23,20,9,2,11,22,19,10,13,24,17,6,3,12,21,18,25,14,5
0,8,15,4,7,16,13,24,17,6,3,10,19,22,11,2,9,20,23,12,21,18,25,14,5
0,8,19,22,11,2,9,20,23,16,7,4,15,24,17,6,13,10,3,12,21,18,25,14,5
0,8,19,22,11,2,9,20,13,10,3,6,17,24,15,4,7,16,23,12,21,18,25,14,5
0,8,19,22,11,2,13,10,3,6,17,24,15,4,7,16,23,20,9,12,21,18,25,14,5
0,8,19,10,13,22,11,2,9,20,23,16,7,4,15,24,17,6,3,12,21,18,25,14,5
0,8,19,10,3,6,17,24,15,4,7,16,23,20,13,22,11,2,9,12,21,18,25,14,5
0,8,19,10,3,6,17,24,15,4,7,16,13,22,11,2,9,20,23,12,21,18,25,14,5
0,8,17,24,15,4,7,16,23,20,13,6,3,10,19,22,11,2,9,12,21,18,25,14,5
0,8,17,24,15,4,7,16,23,20,9,2,11,22,13,6,3,10,19,12,21,18,25,14,5
0,8,17,24,15,4,7,16,23,20,9,2,11,22,19,10,13,6,3,12,21,18,25,14,5
0,8,17,24,15,4,7,16,13,6,3,10,19,22,11,2,9,20,23,12,21,18,25,14,5
0,8,17,6,13,24,15,4,7,16,23,20,9,2,11,22,19,10,3,12,21,18,25,14,5
0,8,17,6,3,10,19,22,11,2,9,20,13,24,15,4,7,16,23,12,21,18,25,14,5
0,8,17,6,3,10,19,22,11,2,13,24,15,4,7,16,23,20,9,12,21,18,25,14,5
0,8,17,6,3,10,13,24,15,4,7,16,23,20,9,2,11,22,19,12,21,18,25,14,5
0,8,11,22,13,2,9,20,23,16,7,4,15,24,17,6,3,10,19,12,21,18,25,14,5
0,8,11,22,19,10,13,2,9,20,23,16,7,4,15,24,17,6,3,12,21,18,25,14,5
0,8,11,22,19,10,3,6,17,24,15,4,7,16,23,20,13,2,9,12,21,18,25,14,5
0,8,11,22,19,10,3,6,17,24,15,4,7,16,13,2,9,20,23,12,21,18,25,14,5
0,8,11,2,9,20,23,16,7,4,15,24,17,6,13,22,19,10,3,12,21,18,25,14,5
0,8,11,2,9,20,23,16,7,4,15,24,17,6,3,10,13,22,19,12,21,18,25,14,5
0,8,11,2,9,20,13,22,19,10,3,6,17,24,15,4,7,16,23,12,21,18,25,14,5
0,8,11,2,13,22,19,10,3,6,17,24,15,4,7,16,23,20,9,12,21,18,25,14,5
0,8,5,14,25,18,21,12,19,22,11,2,9,20,23,16,7,4,15,24,17,6,13,10,3
0,8,5,14,25,18,21,12,19,22,11,2,9,20,23,16,7,4,15,24,17,6,3,10,13
0,8,5,14,25,18,21,12,19,22,11,2,9,20,23,16,7,4,15,24,13,10,3,6,17
0,8,5,14,25,18,21,12,19,22,11,2,9,20,23,16,7,4,13,10,3,6,17,24,15
0,8,5,14,25,18,21,12,19,22,11,2,9,20,23,16,13,10,3,6,17,24,15,4,7
0,8,5,14,25,18,21,12,19,22,11,2,9,20,13,10,3,6,17,24,15,4,7,16,23
0,8,5,14,25,18,21,12,19,22,11,2,13,10,3,6,17,24,15,4,7,16,23,20,9
0,8,5,14,25,18,21,12,19,22,13,10,3,6,17,24,15,4,7,16,23,20,9,2,11
0,8,5,14,25,18,21,12,19,10,13,22,11,2,9,20,23,16,7,4,15,24,17,6,3
0,8,5,14,25,18,21,12,19,10,3,6,13,22,11,2,9,20,23,16,7,4,15,24,17
